Title,Price,Bedrooms,Location,URL,Apartment_Name
Buffalo,2000.0,2.0,9/292brPark Meadow/North Buffalo,https://buffalo.craigslist.org/apa/d/buffalo-furnished-2br-office-apt-off/7878387962.html,Unnamed - 9/292brPark Meadow/North Buffalo
Falls,1025.0,2.0,9/292brNiagara Falls,https://buffalo.craigslist.org/apa/d/niagara-falls-2br-beautiful-bedroom/7884997666.html,Unnamed - 9/292brNiagara Falls
Falls,999.0,2.0,9/292brNiagara Falls,https://buffalo.craigslist.org/apa/d/niagara-falls-999-2br-spacious-bedroom/7884986506.html,Unnamed - 9/292brNiagara Falls
Falls,955.0,2.0,9/292brNiagara Falls,https://buffalo.craigslist.org/apa/d/niagara-falls-955-2br-spacious-bedroom/7884982905.html,Unnamed - 9/292brNiagara Falls
Williamsville,1625.0,2.0,9/292brHeart of Village of Williamsville,https://buffalo.craigslist.org/apa/d/buffalo-wonderful-views-at-glen-park/7880184035.html,Unnamed - 9/292brHeart of Village of Williamsville
Colleges-DT,1210.0,1.0,"9/291brDelaware Avenue District, Close to Area Colleges-DT",https://buffalo.craigslist.org/apa/d/buffalo-terrific-bedroom-on-lexington/7875408690.html,"Unnamed - 9/291brDelaware Avenue District, Close to Area Colleges-DT"
DT,1199.0,2.0,9/292brDelaware District- Close to Area Colleges + DT,https://buffalo.craigslist.org/apa/d/buffalo-cozy-bedrooms-on-west-ferry/7881607459.html,Unnamed - 9/292brDelaware District- Close to Area Colleges + DT
9/292brAmherst,1380.0,2.0,9/292brAmherst,https://buffalo.craigslist.org/apa/d/buffalo-bed-apt-with-balcony-in-amherst/7884976402.html,Unnamed - 9/292brAmherst
ny,1050.0,1.0,"9/291brbuffalo, ny",https://buffalo.craigslist.org/apa/d/buffalo-large-bed-room-in-elmwood/7884130992.html,"Unnamed - 9/291brbuffalo, ny"
9/29Depew,1000.0,,9/29Depew,https://buffalo.craigslist.org/apa/d/depew-bedroom-and-studio-apartments/7884135814.html,Unnamed - 9/29Depew
9/291brBuffalo,825.0,1.0,9/291brBuffalo,https://buffalo.craigslist.org/apa/d/buffalo-one-bedroom-plus-office-storage/7884951032.html,Unnamed - 9/291brBuffalo
9/292brTonawanda,1285.0,2.0,9/292brTonawanda,https://buffalo.craigslist.org/apa/d/buffalo-townhouse-with-garage-for-rent/7884949391.html,Unnamed - 9/292brTonawanda
9/292brBuffalo,1325.0,2.0,9/292brBuffalo,https://buffalo.craigslist.org/apa/d/buffalo-2bed-gorgeous-view-of-elmwood/7883655470.html,Unnamed - 9/292brBuffalo
9/291brBuffalo,1095.0,1.0,9/291brBuffalo,https://buffalo.craigslist.org/apa/d/buffalo-elmwood-avenue-1bed/7884381902.html,Unnamed - 9/291brBuffalo
9/292brCheektowaga,1075.0,2.0,9/292brCheektowaga,https://buffalo.craigslist.org/apa/d/buffalo-apartment-for-rent/7884937962.html,Unnamed - 9/292brCheektowaga
9/28Depew,970.0,,9/28Depew,https://buffalo.craigslist.org/apa/d/depew-bedroom-and-studio-apartments/7883655351.html,Unnamed - 9/28Depew
Seneca,1100.0,2.0,9/282brWest Seneca,https://buffalo.craigslist.org/apa/d/buffalo-west-seneca-arbor-meadows-br/7883657132.html,Unnamed - 9/282brWest Seneca
9/282brBuffalo,990.0,2.0,9/282brBuffalo,https://buffalo.craigslist.org/apa/d/buffalo-beautiful-bedroom-bathroom/7883657146.html,Unnamed - 9/282brBuffalo
9/283br,1675.0,3.0,9/283br,https://buffalo.craigslist.org/apa/d/buffalo-welcome-to-this-beautifully/7884783180.html,Unnamed - 9/283br
9/281brLOCKPORT,925.0,1.0,9/281brLOCKPORT,https://buffalo.craigslist.org/apa/d/lockport-charming-1br-1bath-2nd-floor/7884759450.html,Unnamed - 9/281brLOCKPORT
Side,1000.0,1.0,9/281brBuffalo West Side,https://buffalo.craigslist.org/apa/d/buffalo-second-floor-one-bedroom/7883780183.html,Unnamed - 9/281brBuffalo West Side
Seneca,850.0,1.0,9/281brWest Seneca,https://buffalo.craigslist.org/apa/d/buffalo-upper-rear-apartment-imediately/7882234348.html,Unnamed - 9/281brWest Seneca
