address,price,details,url
98 Rano St #3,"$1,250","3 Bedrooms · 1 Bathroom Apartment · Riverside Park, Buffalo",https://www.padmapper.com/rentals/26557768p/3-bedroom-1-bath-apartment-at-98-rano-st-buffalo-ny-14207
3952 Ridge Lea Rd #NA,"$1,500","2 Bedrooms · 1 Bathroom Apartment · Buffalo, NY",https://www.padmapper.com/rentals/26556460p/2-bedroom-1-bath-apartment-at-3952-ridge-lea-rd-buffalo-ny-14228
Hewitt Ave,"$1,395","3 Bedrooms · 1 Bathroom Apartment · LaSalle, Buffalo",https://www.padmapper.com/rentals/62523516/3-bedroom-1-bath-apartment-at-hewitt-ave-buffalo-ny-14215
369 Breckenridge St #LOWER,"$1,195","3 Bedrooms · 1 Bathroom Apartment · Grant Ferry, Buffalo",https://www.padmapper.com/rentals/26500435p/3-bedroom-1-bath-apartment-at-369-breckenridge-st-buffalo-ny-14213
151 Center For The Arts #2L,$875,"2 Bedrooms · 1 Bathroom Apartment · Buffalo, NY",https://www.padmapper.com/rentals/19365793p/2-bedroom-1-bath-apartment-at-151-center-for-the-arts-buffalo-ny-14260
31 Norwood Ave #1,"$1,995","2 Bedrooms · 2 Bathrooms Apartment · Bryant, Buffalo",https://www.padmapper.com/rentals/26548084p/2-bedroom-2-bath-apartment-at-31-norwood-ave-buffalo-ny-14222
378 Florida St,"$1,700","3 Bedrooms · 1 Bathroom Apartment · Hamlin Park, Buffalo",https://www.padmapper.com/rentals/24742275p/3-bedroom-1-bath-apartment-at-378-florida-st-buffalo-ny-14208
179 Florida St #UPPER,"$1,300","3 Bedrooms · 1 Bathroom Apartment · Hamlin Park, Buffalo",https://www.padmapper.com/rentals/26540443p/3-bedroom-1-bath-apartment-at-179-florida-st-buffalo-ny-14208
123 Gibson St,"$1,200","3 Bedrooms · 1 Bathroom Apartment · Broadway - Fillmore, Buffalo",https://www.padmapper.com/rentals/26544600p/3-bedroom-1-bath-apartment-at-123-gibson-st-buffalo-ny-14212
173 Grote St #UPPER,"$1,200","2 Bedrooms · 1 Bathroom Apartment · Black Rock, Buffalo",https://www.padmapper.com/rentals/26544599p/2-bedroom-1-bath-apartment-at-173-grote-st-buffalo-ny-14207
40 Krakow St #2,"$1,095","3 Bedrooms · 1 Bathroom Apartment · Kaisertown, Buffalo",https://www.padmapper.com/rentals/9719560p/3-bedroom-1-bath-apartment-at-40-krakow-st-buffalo-ny-14206
135 Peter St #4,$995,"3 Bedrooms · 1 Bathroom Apartment · Black Rock, Buffalo",https://www.padmapper.com/rentals/25733879p/3-bedroom-1-bath-apartment-at-135-peter-st-buffalo-ny-14207
36 Hirschbeck St,"$1,025","2 Bedrooms · 1 Bathroom Apartment · Emerson, Buffalo",https://www.padmapper.com/rentals/62508185/2-bedroom-1-bath-apartment-at-36-hirschbeck-st-buffalo-ny-14212
118 Rother Ave ##Rear,"$1,125","2 Bedrooms · 1 Bathroom Apartment · Broadway - Fillmore, Buffalo",https://www.padmapper.com/rentals/62508181/2-bedroom-1-bath-apartment-at-118-rother-ave-buffalo-ny-14212
666 Auburn Ave #2,"$2,000","2 Bedrooms · 1 Bathroom Apartment · Delaware - West Ferry, Buffalo",https://www.padmapper.com/rentals/26537714p/2-bedroom-1-bath-apartment-at-666-auburn-ave-buffalo-ny-14222
666 Auburn Ave #1,"$3,600","4 Bedrooms · 2 Bathrooms Apartment · Delaware - West Ferry, Buffalo",https://www.padmapper.com/rentals/26537715p/4-bedroom-2-bath-apartment-at-666-auburn-ave-buffalo-ny-14222
352 Auburn Ave #1,"$1,350","3 Bedrooms · 1 Bathroom Apartment · Grant Ferry, Buffalo",https://www.padmapper.com/rentals/15452546p/3-bedroom-1-bath-apartment-at-352-auburn-ave-buffalo-ny-14213
26 Custer St #2BACK,"$1,300","2 Bedrooms · 1 Bathroom Apartment · LaSalle, Buffalo",https://www.padmapper.com/rentals/23154184p/2-bedroom-1-bath-apartment-at-26-custer-st-buffalo-ny-14214
367 Connecticut St #2,"$2,800","2 Bedrooms · 2 Bathrooms Apartment · Front Park, Buffalo",https://www.padmapper.com/rentals/26448607p/2-bedroom-2-bath-apartment-at-367-connecticut-st-buffalo-ny-14213
44 Hammerschmidt Ave #UPPER,$800,"1 Bedroom · 1 Bathroom Apartment · Seneca, Buffalo",https://www.padmapper.com/rentals/15270698p/1-bedroom-1-bath-apartment-at-44-hammerschmidt-ave-buffalo-ny-14210
128 Rhode Island St #1,"$1,000","2 Bedrooms · 1 Bathroom Apartment · Front Park, Buffalo",https://www.padmapper.com/rentals/21337016p/2-bedroom-1-bath-apartment-at-128-rhode-island-st-buffalo-ny-14213
26 Custer St #2,"$1,300","2 Bedrooms · 1 Bathroom Apartment · LaSalle, Buffalo",https://www.padmapper.com/rentals/23323018p/2-bedroom-1-bath-apartment-at-26-custer-st-buffalo-ny-14214
162 Harvard Pl,"$1,300","2 Bedrooms · 1 Bathroom Apartment · Delaware - West Ferry, Buffalo",https://www.padmapper.com/rentals/19140769p/2-bedroom-1-bath-apartment-at-162-harvard-pl-buffalo-ny-14209
801 West Ave,"$1,300","2 Bedrooms · 1 Bathroom Apartment · Front Park, Buffalo",https://www.padmapper.com/rentals/26444535p/2-bedroom-1-bath-apartment-at-801-west-ave-buffalo-ny-14213
114 Commonwealth Ave #UPPER,"$1,650","3 Bedrooms · 1 Bathroom Apartment · North Park, Buffalo",https://www.padmapper.com/rentals/26533836p/3-bedroom-1-bath-apartment-at-114-commonwealth-ave-buffalo-ny-14216
368 Cumberland Ave #1,"$1,550","3 Bedrooms · 1 Bathroom Apartment · Abbott McKinley, Buffalo",https://www.padmapper.com/rentals/26451698p/3-bedroom-1-bath-apartment-at-368-cumberland-ave-buffalo-ny-14220
460 Prospect Ave,"$2,385","3 Bedrooms · 1 Bathroom Apartment · Front Park, Buffalo",https://www.padmapper.com/rentals/26528935p/3-bedroom-1-bath-apartment-at-460-prospect-ave-buffalo-ny-14201
25 Ullman St #2,"$1,300","3 Bedrooms · 1 Bathroom Apartment · Riverside Park, Buffalo",https://www.padmapper.com/rentals/25272888p/3-bedroom-1-bath-apartment-at-25-ullman-st-buffalo-ny-14207
175 Freund St,"$1,000","2 Bedrooms · 1 Bathroom Apartment · Schiller Park, Buffalo",https://www.padmapper.com/rentals/25474014p/2-bedroom-1-bath-apartment-at-175-freund-st-buffalo-ny-14215
160 Rivermist Dr,"$3,680","3 Bedrooms · 3 Bathrooms Apartment · Waterfront, Buffalo",https://www.padmapper.com/rentals/6955142p/3-bedroom-3-bath-apartment-at-160-rivermist-dr-buffalo-ny-14202
2917 Main St,"$1,950","2 Bedrooms · 2 Bathrooms Apartment · Starin Central, Buffalo",https://www.padmapper.com/rentals/26375155p/2-bedroom-2-bath-apartment-at-2917-main-st-buffalo-ny-14214
20 South St #2,"$2,400","2 Bedrooms · 1 Bathroom Apartment · First Ward, Buffalo",https://www.padmapper.com/rentals/26514483p/2-bedroom-1-bath-apartment-at-20-south-st-buffalo-ny-14204
236 Bryant St,"$3,000","4 Bedrooms · 3 Bathrooms Apartment · Bryant, Buffalo",https://www.padmapper.com/rentals/8337075p/4-bedroom-3-bath-apartment-at-236-bryant-st-buffalo-ny-14222
200 Hamburg St #UPPER,"$1,050","2 Bedrooms · 1 Bathroom Apartment · First Ward, Buffalo",https://www.padmapper.com/rentals/25991629p/2-bedroom-1-bath-apartment-at-200-hamburg-st-buffalo-ny-14204
359 S Ogden St #UPPER,"$1,250","2 Bedrooms · 1 Bathroom Apartment · Kaisertown, Buffalo",https://www.padmapper.com/rentals/20373975p/2-bedroom-1-bath-apartment-at-359-s-ogden-st-buffalo-ny-14206
245 Adams St #UPPER,"$1,095","3 Bedrooms · 1 Bathroom Apartment · Emslie, Buffalo",https://www.padmapper.com/rentals/26502143p/3-bedroom-1-bath-apartment-at-245-adams-st-buffalo-ny-14206
2403 Niagara St,"$1,800","2 Bedrooms · 1 Bathroom Apartment · Riverside Park, Buffalo",https://www.padmapper.com/rentals/26444534p/2-bedroom-1-bath-apartment-at-2403-niagara-st-buffalo-ny-14207
11 Baynes St,"$2,100","3 Bedrooms · 2 Bathrooms Apartment · Grant Ferry, Buffalo",https://www.padmapper.com/rentals/26322219p/3-bedroom-2-bath-apartment-at-11-baynes-st-buffalo-ny-14213
249 Tacoma Ave #LOWER,"$1,650","3 Bedrooms · 1 Bathroom Apartment · North Park, Buffalo",https://www.padmapper.com/rentals/26500116p/3-bedroom-1-bath-apartment-at-249-tacoma-ave-buffalo-ny-14216
150 Ontario St,"$1,300","3 Bedrooms · 1 Bathroom Apartment · Riverside Park, Buffalo",https://www.padmapper.com/rentals/26498983p/3-bedroom-1-bath-apartment-at-150-ontario-st-buffalo-ny-14207
246 Whitney Pl,"$1,000","2 Bedrooms · 1 Bathroom Apartment · Lakeview, Buffalo",https://www.padmapper.com/rentals/23545754p/2-bedroom-1-bath-apartment-at-246-whitney-pl-buffalo-ny-14201
871 Delaware Ave #15,"$1,295","1 Bedroom · 1 Bathroom Apartment · Bryant, Buffalo",https://www.padmapper.com/rentals/26332375p/1-bedroom-1-bath-apartment-at-871-delaware-ave-buffalo-ny-14209
28 Ayrault Dr,"$1,400","3 Bedrooms · 1 Bathroom Apartment · Buffalo, NY",https://www.padmapper.com/rentals/26478279p/3-bedroom-1-bath-apartment-at-28-ayrault-dr-buffalo-ny-14228
105 Mariner St,"$2,195","3 Bedrooms · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/22468807p/3-bedroom-1-bath-apartment-at-105-mariner-st-buffalo-ny-14201
227 Efner St,"$1,725","3 Bedrooms · 1 Bathroom Apartment · Lakeview, Buffalo",https://www.padmapper.com/rentals/23248574p/3-bedroom-1-bath-apartment-at-227-efner-st-buffalo-ny-14201
146 Lancaster Ave,"$2,000","3 Bedrooms · 1 Bathroom Apartment · Delaware - West Ferry, Buffalo",https://www.padmapper.com/rentals/25430480p/3-bedroom-1-bath-apartment-at-146-lancaster-ave-buffalo-ny-14222
178 Ridgewood Rd #2,"$1,300","2 Bedrooms · 1 Bathroom Apartment · South Park, Buffalo",https://www.padmapper.com/rentals/19501434p/2-bedroom-1-bath-apartment-at-178-ridgewood-rd-buffalo-ny-14220
171 Richmond Ave #1,"$2,000","1 Bedroom · 1 Bathroom Apartment · Bryant, Buffalo",https://www.padmapper.com/rentals/26469499p/1-bedroom-1-bath-apartment-at-171-richmond-ave-buffalo-ny-14222
4 Saint Johns Pl,"$1,175","1 Bedroom · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/21532741p/1-bedroom-1-bath-apartment-at-4-saint-johns-pl-buffalo-ny-14201
722 Hopkins St,"$1,200","3 Bedrooms · 1 Bathroom Apartment · Tifft, Buffalo",https://www.padmapper.com/rentals/25399788p/3-bedroom-1-bath-apartment-at-722-hopkins-st-buffalo-ny-14220
215 Allen St #2,"$1,595","3 Bedrooms · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/26461236p/3-bedroom-1-bath-apartment-at-215-allen-st-buffalo-ny-14201
375 Hampshire St #LOWER,"$1,200","3 Bedrooms · 1 Bathroom Apartment · Grant Ferry, Buffalo",https://www.padmapper.com/rentals/9719556p/3-bedroom-1-bath-apartment-at-375-hampshire-st-buffalo-ny-14213
769 Columbus Pkwy #NA,"$1,100","2 Bedrooms · 1 Bathroom Apartment · Front Park, Buffalo",https://www.padmapper.com/rentals/19127547p/2-bedroom-1-bath-apartment-at-769-columbus-pkwy-buffalo-ny-14213
538 Linwood Ave #10,"$1,695","2 Bedrooms · 1 Bathroom Apartment · Delaware - West Ferry, Buffalo",https://www.padmapper.com/rentals/26455311p/2-bedroom-1-bath-apartment-at-538-linwood-ave-buffalo-ny-14209
13 Lester St,"$1,100","3 Bedrooms · 1 Bathroom Apartment · Babcock, Buffalo",https://www.padmapper.com/rentals/26444527p/3-bedroom-1-bath-apartment-at-13-lester-st-buffalo-ny-14210
1431 Hertel Ave #1,"$1,600","3 Bedrooms · 1 Bathroom Apartment · North Park, Buffalo",https://www.padmapper.com/rentals/24831884p/3-bedroom-1-bath-apartment-at-1431-hertel-ave-buffalo-ny-14216
309 North St #40,"$1,500","2 Bedrooms · 1 Bathroom Apartment · Bryant, Buffalo",https://www.padmapper.com/rentals/26444538p/2-bedroom-1-bath-apartment-at-309-north-st-buffalo-ny-14201
21 College St,"$1,850","3 Bedrooms · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/14975823p/3-bedroom-1-bath-apartment-at-21-college-st-buffalo-ny-14201
461 Huntington Ave,"$1,650","3 Bedrooms · 1 Bathroom Apartment · North Park, Buffalo",https://www.padmapper.com/rentals/25390541p/3-bedroom-1-bath-apartment-at-461-huntington-ave-buffalo-ny-14214
1037 Walden Ave #3,"$1,350","3 Bedrooms · 1 Bathroom Apartment · Buffalo, NY",https://www.padmapper.com/rentals/25089397p/3-bedroom-1-bath-apartment-at-1037-walden-ave-buffalo-ny-14211
58 Tracy St #1,"$1,895","2 Bedrooms · 1 Bathroom Apartment · Columbus, Buffalo",https://www.padmapper.com/rentals/26444532p/2-bedroom-1-bath-apartment-at-58-tracy-st-buffalo-ny-14201
451 Franklin St #2,"$1,400","1 Bedroom · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/12836346p/1-bedroom-1-bath-apartment-at-451-franklin-st-buffalo-ny-14202
143 Cottage St,"$2,050","3 Bedrooms · 1 Bathroom Apartment · Allen, Buffalo",https://www.padmapper.com/rentals/23951998p/3-bedroom-1-bath-apartment-at-143-cottage-st-buffalo-ny-14201
1431 Hertel Ave ##1,"$1,600","3 Bedrooms · 1 Bathroom Apartment · North Park, Buffalo",https://www.padmapper.com/rentals/24831884p/3-bedroom-1-bath-apartment-at-1431-hertel-ave-buffalo-ny-14216
